,Name,Author,Pub Year,ISBN-13,Publisher,Imprint Publisher,BookType,Primary Genre,Genres,Fiction / non-fiction,Series,Volume,Unit Price,Page number,Language,Read by Stinky,Read by Matt,QTY,To/From,surname,page_number_group,price,Primary Genre numerical
380,The Subtle Knife,Philip Pullman,1998,9780590112895,Scholastic,Scholastic Ltd,Paperback,Childrens & Teenage,"Childrens & Teenage, Fantasy, Adventure",Fiction,His Dark Materials,2,6.99,341,,1,0,1,,Pullman,300-400,<£8,10
381,The Amber Spyglass,Philip Pullman,2001,9780439993586,Scholastic,Scholastic Ltd,Paperback,Childrens & Teenage,"Childrens & Teenage, Fantasy, Adventure",Fiction,His Dark Materials,3,6.99,548,,1,0,1,,Pullman,500-600,<£8,10
382,How To  ,Randall Munroe,2019,9781473680326,Hachette,John Murray,Proof,Popular Science,"Popular Science, Comic Books & Cartoon Art",Non-Fiction,,,,290,,0,0,1,,Munroe,200-300,,13
383,The Stargazers,Harriet Evans,2023,9781472271426,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,403,,0,0,1,,Evans,400-500,,0
384,Monsters,Claire Dederer,2023,9781399722322,Hachette,"Little, Brown",Proof,Philosophy,"Theory Of Art, Ethical Issues & Debates",Non-Fiction,,,,273,,1,0,1,,Dederer,200-300,,16
385,Everything I Never Told You,Celeste Ng,2014,9780349134284,Hachette,"Little, Brown",Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,8.99,297,,0,0,1,,Ng,200-300,£8-£10,0
386,River Sing Me Home,Eleanor Shearer,2023,9781472291363,Hachette,Headline,Proof,Historical Fiction,"Historical Fiction, Slavery & Abolition Of Slavery",Fiction,,,,374,,0,0,1,,Shearer,300-400,,11
387,If He Had Been With Me,Laura Nowlin,2019,9781728205489,Sourcebooks Fire,Sourcebooks,Paperback,Young Adult,Young Adult Romance,Fiction,,,9.99,389,,1,0,1,,Nowlin,300-400,£10-£12,9
388,The Hundred Loves of Juliet,Evelyn Skye,2023,9781035408054,Hachette,Headline,Proof,Romance,Contemporary Romance,Fiction,,,,320,,1,0,1,,Skye,300-400,,3
389,Spoilt Creatures,Amy Twigg,2024,9781035411573,Hachette,Headline,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Psycology",Fiction,,,,323,,1,0,1,,Twigg,300-400,,0
390,The Gravity of Us,Phil Stamper,2020,9781526619945,Bloomsbury,Bloomsbury Ya,Paperback,Childrens & Teenage,"Childrens & Teenage, Romance, Lgbtq",Fiction,,,7.99,312,,0,0,1,,Stamper,300-400,£8-£10,10
391,As Far As You'll Take Me,Phil Stamper,2021,9781526630728,Bloomsbury,Bloomsbury Ya,Paperback,Childrens & Teenage,"Childrens & Teenage, Romance, Lgbtq",Fiction,,,7.99,313,,0,0,1,,Stamper,300-400,£8-£10,10
392,Golden Boys,Phil Stamper,2022,9781526643841,Bloomsbury,Bloomsbury Ya,Paperback,Childrens & Teenage,"Childrens & Teenage, Romance, Lgbtq",Fiction,,,7.99,372,,0,0,1,,Stamper,300-400,£8-£10,10
393,Three Women ,Lisa Taddeo,2020,9781526611642,Bloomsbury,,Paperback,Feminist Theory,"True Stories, Gender Studies, Sociology",Non-Fiction,,,9.99,389,,0,0,1,,Taddeo,300-400,£10-£12,18
394,Together We Will Go,J. Michael Straczynski,2021,9781789097474,Titan Books,,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,8.99,324,,1,0,1,,Straczynski,300-400,£8-£10,0
395,Everybody Lies,Seth Stephens-Davidowitz,2018,9781408894736,Bloomsbury,Bloomsbury Paperbacks,Paperback,Sociology,"Sociology, Data Analysis, Politics & Government",Non-Fiction,,,10.99,338,,0,0,1,,Stephens-Davidowitz,300-400,£10-£12,15
396,Home,Cailean Steed,2023,9781526641663,Bloomsbury,Raven Books,Proof,Crime & Mystery,"Crime & Mystery, Thrillers",Fiction,,,,323,,0,0,1,,Steed,300-400,,2
397,A Man for All Markets,Edward O. Thorp,2017,9781786071972,Oneworld Publications,,Paperback,Memoirs,"Business & Industry Autobiographies, Finance",Non-Fiction,,,10.99,396,,0,0,1,,Thorp,300-400,£10-£12,19
398,The Secret History,Donna Tartt,1993,9780140167771,Penguin Random House,Penguin Books,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Dark Academia",Fiction,,,8.99,628,,1,0,1,,Tartt,600+,£8-£10,0
399,Ghost Lover,Lisa Taddeo,2022,9781526653178,Bloomsbury,Bloomsbury Circus,Trade Paperback,Short Stories,Short Stories,Fiction,,,13.99,221,,0,0,1,,Taddeo,200-300,£12+,1
400,Animal,Lisa Taddeo,2021,9781526630940,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Feminism & Feminist Theory",Fiction,,,,321,,1,0,1,,Taddeo,300-400,,0
401,Chronicles from the Land of the Happiest People on Earth,Wole Soyinka,2021,9781526638243,Bloomsbury,Bloomsbury Circus,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Thrillers",Fiction,,,,444,,0,0,1,,Soyinka,400-500,,0
402,Not a Diet Book,James Smith,2020,9780008374297,Harper Collins,,Paperback,Sociology,"Fitness & Diet, Assertiveness, Motivation & Self-Esteem",Non-Fiction,,,9.99,295,,0,0,1,,Smith,200-300,£10-£12,15
403,Shadow and Bone,Leigh Bardugo,2018,9781510106369,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow And Bone,1,7.99,307,,1,1,1,,Bardugo,300-400,£8-£10,9
404,Siege and Storm,Leigh Bardugo,2018,9781510106376,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow And Bone,2,7.99,386,,1,1,1,,Bardugo,300-400,£8-£10,9
405,Ruin and Rising,Leigh Bardugo,2018,9781510106383,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult Fantasy Romance,Fiction,Shadow And Bone,3,7.99,354,,0,1,1,,Bardugo,300-400,£8-£10,9
406,Harry Potter and the Philosopher's Stone,J. K. Rowling,2014,9781408855652,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,1,7.99,331,,0,1,1,,Rowling,300-400,£8-£10,10
407,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,2014,9781408855676,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,3,7.99,461,,0,1,1,,Rowling,400-500,£8-£10,10
408,Harry Potter and the Goblet of Fire,J. K. Rowling,2014,9781408855683,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,4,8.99,616,,0,1,1,,Rowling,600+,£8-£10,10
409,Harry Potter and the Order of the Phoenix,J. K. Rowling,2014,9781408855690,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,5,8.99,799,,0,1,1,,Rowling,600+,£8-£10,10
410,Harry Potter and the Half Blood Prince,J. K. Rowling,2014,9781408855706,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,6,8.99,541,,0,1,1,,Rowling,500-600,£8-£10,10
411,Harry Potter and the Deathly Hallows,J. K. Rowling,2014,9781408855713,Bloomsbury,Bloomsbury Childrens Books,Paperback,Childrens & Teenage,"Childrens & Teenage Fiction, Fantasy",Fiction,Harry Potter,7,8.99,619,,0,1,1,,Rowling,600+,£8-£10,10
412,Q&A a Day,Potter Gift,2011,9780307719775,Penguin Random House,Crown Publishing Group,Hardback,Gifts,Journals,Non-Fiction,,,14.99,368,,1,0,1,,Gift,300-400,£12+,20
413,Beautiful Daughter,Jenny Kempe,2013,9781846346071,Helen Exley,,Hardback,Gifts,Gifts,Fiction,Life Is Beautiful,,,36,,1,0,1,,Kempe,<100,,20
414,"Starry Night, Blurry Dreams",Henn Kim,2021,9781526635600,Bloomsbury,,Hardback,Poetry,Poetry,Fiction,,,12.99,304,,0,0,1,,Kim,300-400,£12+,6
415,Woodwork,Dk,2020,9780241412428,Dk,,Hardback,Diy,"Diy, Carpentry & Woodworking",Non-Fiction,,,25.0,399,,0,0,1,,Dk,300-400,£12+,23
416,Housebuilder's Bible,Mark Brinkley,2021,9781916016811,Ovolo Books,,Paperback,Diy,Home Renovation & Extension,Non-Fiction,,,25.0,346,,0,0,1,,Brinkley,300-400,£12+,23
417,Natural Flava,Craig & Shaun Mcanuff,2022,9781526631879,Bloomsbury,,Hardback,Cookery,Cookery,Non-Fiction,,,22.0,253,,0,0,1,,Mcanuff,200-300,£12+,24
418,Bosh!,Henry Firth & Ian Theasby,2018,9780008262907,Harper Collins,Hq,Hardback,Cookery,Cookery,Non-Fiction,,,22.0,288,,0,0,1,,Theasby,200-300,£12+,24
419,The Green Roasting Tin,Rukmini Iyer,2018,9781910931899,Penguin Random House,Vinage,Hardback,Cookery,Cookery,Non-Fiction,The Roasting Tin,,17.99,238,,0,0,1,,Iyer,200-300,£12+,24
420,Curry Everyday,Atul Kochhar,2022,9781472985996,Bloomsbury,Bloomsbury Absolute,Hardback,Cookery,Cookery,Non-Fiction,,,26.0,303,,0,0,1,,Kochhar,300-400,£12+,24
421,Peter Bakes,Peter Sawkins,2021,9781785303500,Black & White Publishing,,Hardback,Cookery,Cookery,Non-Fiction,,,20.0,247,,0,0,1,,Sawkins,200-300,£12+,24
422,The Shared Table,Clare Scrine,2019,9781925811247,Smith Street Books,,Flexiback,Cookery,Cookery,Non-Fiction,,,20.0,219,,0,0,1,,Scrine,200-300,£12+,24
423,Check & Mate,Ali Hazelwood,2023,9781408731307,Hachette,"Little, Brown",Proof,Romance,Contemporary Romance,Fiction,,,,352,,0,0,1,,Hazelwood,300-400,,3
424,Labyrinth,Kate Mosse,2006,9780752877327,Hachette,Orion,Paperback,Historical Fiction,Historical Fiction,Fiction,The Languedoc Trilogy,1,7.99,702,,0,0,1,,Mosse,600+,£8-£10,11
425,House of Sky and Breath,Sarah J. Maas,2023,9781526628220,Bloomsbury,,Paperback,Fantasy,"Fantasy, Romance",Fiction,Crescent City,2,9.99,804,,1,1,1,,Maas,600+,£10-£12,7
426,You're Not Supposed to Die Tonight,Kalynn Bayron,2023,9781526667403,Bloomsbury,Bloomsbury Ya,Proof,Young Adult,"Young Adult, Horror & Ghost Stories",Fiction,,,,227,,0,0,1,,Bayron,200-300,,9
427,Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,2023,9781526662279,Bloomsbury,,Proof,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Translated Fiction",Fiction,,,,299,,0,0,1,,Bo-Reum,200-300,,0
428,Life and Soul of the Party,Mike Gayle,2020,9780340825440,Hachette,Hodder And Stoughton,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction. Romcom,Fiction,,,8.99,325,,0,0,1,,Gayle,300-400,£8-£10,0
429,American Gods,Neil Gaiman,2017,9781472245540,Hachette,Headline,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Crime & Thriller",Fiction,The American Gods Quartet,1,8.99,635,,0,0,1,,Gaiman,600+,£8-£10,0
430,When We Were Birds,Ayanna Lloyd Banwo,2023,9780241991633,Penguin Random House,Penguin Books,Paperback,Modern & Contemporary Fiction,"Modern & Contemporary Fiction, Romance, Myths And Legends",Fiction,,,9.99,278,,0,0,1,,Banwo,200-300,£10-£12,0
431,Meet Me in Another Life,Catriona Silvey,2021,9780008399849,Harper Collins,Harpervoyager,Hardback,Science Fiction,"Science Fiction, Romance",Fiction,,,14.99,310,,0,0,1,,Silvey,300-400,£12+,8
432,Alexandria,Islam Issa,2023,9781399730761,Hachette,Hodder And Stoughton,Proof,History,History,Non-Fiction,,,,480,,0,0,1,,Issa,400-500,,17
433,The Haunting Season,Bridget Collins,2022,9780751581997,Hachette,"Little, Brown",Paperback,Historical Fiction,"Historical Fiction, Ghost Stories",Fiction,,,8.99,291,,1,0,1,,Collins,200-300,£8-£10,11
434,The Fox Wife,Yangsze Choo,2024,9781529435559,Hachette,Quercus,Proof,Myths & Legends,"Myths & Legends, Historical Fiction",Fiction,,,,388,,0,0,1,,Choo,300-400,,12
435,The Shadow of the Wind,Carlos Ruiz Zafon,2018,9781474609883,Hachette,Orion,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,10.99,524,,0,1,2,,Zafon,500-600,£10-£12,0
436,Ninth House,Leigh Bardugo,2020,9781473227989,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Alex Stern,1,8.99,455,,0,0,1,,Bardugo,400-500,£8-£10,7
437,Emily Wilde's Encyclopaedia of Faeries,Heather Fawcett,2023,9780356519128,Hachette,"Little, Brown",Hardback,Fantasy,Fantasy,Fiction,Emily Wilde,1,14.99,315,,0,0,1,,Fawcett,300-400,£12+,7
438,The Fury,Alex Michaelides,2024,9780241575536,Penguin Random House,Michael Joseph,Proof,Crime & Mystery,"Crime & Mystery, Thriller",Fiction,,,,333,,0,0,1,,Michaelides,300-400,,2
439,Martyr!,Kaveh Akbar,2024,9781035026067,Pan Macmillan,Picador,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,329,,0,0,1,,Akbar,300-400,,0
440,Fruit of the Dead,Rachel Lyon,2024,9781398524996,Simon & Schuster,Scribner,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,301,,0,0,1,,Lyon,300-400,,0
441,James,Percival Everett,2024,9781035031238,Pan Macmillan,Mantle,Proof,Historical Fiction,Historical Fiction,Fiction,,,,306,,0,0,1,,Everett,300-400,,11
442,A Sign of Her Own ,Sarah Marsh,2024,9781035401611,Hachette,Headline,Proof,Historical Fiction,Historical Fiction,Fiction,,,,417,,0,0,1,,Marsh,400-500,,11
443,Diva,Daisy Goodwin,2024,9781035906703,Bloomsbury,Head Of Zeus,Proof,Historical Fiction,Historical Fiction,Fiction,,,,323,,0,0,1,,Goodwin,300-400,,11
444,West Heart Kill,Dann Mcdorman,2023,9781526666239,Bloomsbury,Raven Books,Trade Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,13.99,271,,0,0,1,,Mcdorman,200-300,£12+,2
445,The Angel's Game,Carlos Ruiz Zafon,2010,9780753826492,Hachette,Orion,Paperback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,7.99,504,,0,0,1,From Jane Davies,Zafon,500-600,£8-£10,0
446,The Watcher in the Shadows,Carlos Ruiz Zafon,2014,9780753829257,Hachette,Orion,Paperback,Young Adult,"Young Adult, Horror & Ghost Stories",Fiction,,,7.99,246,,0,0,1,From Jane Davies,Zafon,200-300,£8-£10,9
447,The Road Trip,Beth Oleary,2022,9781529409093,Hachette,Quercus,Paperback,Romance,Romance,Fiction,,,8.99,438,,1,0,1,,Oleary,400-500,£8-£10,3
448,SAS Survival Guide,John Lofty Wiseman,2018,9780008133788,Harper Collins,William Collins,Paperback,Travel & Holiday Guides,"Travel & Maps, Outdoor Survival Skills",Non-Fiction,,,5.99,384,,0,0,1,,Wiseman,300-400,<£8,21
449,The First Binding,R. R. Virdi,2023,9781473234000,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Tales Of Tremaine,1,10.99,817,,0,0,1,,Virdi,600+,£10-£12,7
450,Flawless,Elsie Silver,2023,9780349437675,Hachette,"Little, Brown",Paperback,Romance,Romance,Fiction,Chestnut Springs,1,9.99,397,,1,0,1,,Silver,300-400,£10-£12,3
451,Funny Feelings,Tarah Dewitt,2023,9780349438948,Hachette,"Little, Brown",Paperback,Romance,Romance,Fiction,,,9.99,304,,0,0,1,,Dewitt,300-400,£10-£12,3
452,Archer's Voice,Mia Sheridan,2018,9781538727355,Hachette,Forever,Paperback,Romance,Romance,Fiction,,,9.99,387,,1,0,1,,Sheridan,300-400,£10-£12,3
453,The Well of Ascension,Brandon Sanderson,2009,9780575089938,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,2,9.99,781,,0,1,1,,Sanderson,600+,£10-£12,7
454,Icebreaker,Hannah Grace,2023,9781398525689,Simon & Schuster,,Paperback,Romance,Romance,Fiction,,,8.99,432,,1,0,1,,Grace,400-500,£8-£10,3
455,The Paris Apartment,Lucy Foley,2022,9780008385071,Harper Collins,Harper Collins,Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,8.99,410,,1,0,1,,Foley,400-500,£8-£10,2
456,Small Hours,Bobby Palmer,2024,9781035413805,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,424,,1,0,1,,Palmer,400-500,,0
457,Two Twisted Crowns,Rachel Gillig,2023,9780356519500,Hachette,"Little, Brown",Paperback,Fantasy,"Fantasy, Gothic",Fiction,The Shepherd King,2,9.99,430,,1,1,1,,Gillig,400-500,£10-£12,7
458,Why Did You Stay?,Rebecca Humphries,2023,9780751584813,Hachette,"Little, Brown",Paperback,Sociology,Family & Relationships,Non-Fiction,,,9.99,403,,0,0,1,,Humphries,400-500,£10-£12,15
459,The Marriage Portrait,Maggie Ofarrell,2022,9781472223845,Hachette,Headline,Hardback,Historical Fiction,Historical Fiction,Fiction,,,25.0,438,,0,0,1,,Ofarrell,400-500,£12+,11
460,Love Letters to a Serial Killer,Tasha Coryell,2024,9781398716735,Hachette,Orion,Proof,Crime & Mystery,Crime & Mystery,Fiction,,,,453,,0,0,1,,Coryell,400-500,,2
461,From Lukov With Love,Mariana Zapata,2022,9781035402823,Hachette,Headline,Paperback,Romance,Romance,Fiction,,,9.99,485,,1,0,1,,Zapata,400-500,£10-£12,3
462,Magnolia Parks,Jessa Hastings,2023,9781398716902,Hachette,Orion,Paperback,Romance,Romance,Fiction,Magnolia Parks,1,8.99,433,,1,0,3,,Hastings,400-500,£8-£10,3
463,Cleaner,Brandi Wells,2023,9781472299550,Hachette,Headline,Proof,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,,325,,0,0,1,,Wells,300-400,,0
464,Heartstopper 2,Alice Oseman,2019,9781444951400,Hachette,Hachette Childrens,Paperback,Young Adult,Young Adult,Fiction,Heartstopper,2,12.99,558,,0,0,1,,Oseman,500-600,£12+,9
465,The Great Experiment,Yascha Mounk,2022,9781526630148,Bloomsbury,Bloomsbury,Proof,Sociology,Sociology,Non-Fiction,,,,353,,0,0,1,,Mounk,300-400,,15
466,A Haunting on the Hill,Elizabeth Hand,2023,9781408731321,Hachette,"Little, Brown",Proof,Crime & Mystery,Crime & Mystery,Fiction,,,,322,,0,0,1,,Hand,300-400,,2
467,48 Clues into the Disappearance of My Sister,Joyce Carol Oates,2023,9781837932771,Bloomsbury,Head Of Zeus,Hardback,Crime & Mystery,Crime & Mystery,Fiction,,,20.0,297,,0,0,1,,Oates,200-300,£12+,2
468,Trial of the Sun Queen,Nisha J. Tuli,2023,9780356523378,Hachette,"Little, Brown",Paperback,Fantasy,"Fantasy, Romance",Fiction,Artefacts Of Ouranos,1,9.99,386,,0,0,1,,Tuli,300-400,£10-£12,7
469,Legacy of Ash,Matthew Ward,2020,9780356513379,Hachette,"Little, Brown",Paperback,Fantasy,Fantasy,Fiction,The Legacy,1,9.99,768,,0,0,1,,Ward,600+,£10-£12,7
470,Too Late,Colleen Hoover,2023,9781408729465,Hachette,"Little, Brown",Paperback,Crime & Mystery,Crime & Mystery,Fiction,,,9.99,383,,0,0,1,,Hoover,300-400,£10-£12,2
471,How to Train Your Dragon,Cressida Cowell,2017,9780340999073,Hachette,Hachette Childrens,Paperback,Childrens & Teenage,Childrens & Teenage,Fiction,How To Train Your Dragon,1,7.99,227,,0,0,1,,Cowell,200-300,£8-£10,10
472,A Court of Silver Flames,Sarah J. Maas,2022,9781526635365,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy, Romance",Fiction,A Court Of Thorns And Roses,5,9.99,757,,1,1,1,,Maas,600+,£10-£12,7
473,A Court of Frost and Starlight,Sarah J. Maas,2020,9781526617187,Bloomsbury,Bloomsbury,Paperback,Fantasy,"Fantasy, Romance",Fiction,A Court Of Thorns And Roses,4,7.99,233,,1,1,1,,Maas,200-300,£8-£10,7
474,First Down,Grace Reilly,2023,9781035412815,Hachette,Headline,Paperback,Romance,Romance,Fiction,Beyond The Play,1,9.99,293,,1,0,1,,Reilly,200-300,£10-£12,3
475,A Brief History of Black Holes,Dr Becky Smethurst,2023,9781529086744,Pan Macmillan,Pan Books,Paperback,Popular Science,"Popular Science, Cosmology",Non-Fiction,,,10.99,279,,0,0,1,,Smethurst,200-300,£10-£12,13
476,Calling Bullshit,Carl T. Bergstrom & Jevin D. West,2021,9780141987057,Penguin Random House,Penguin Books,Paperback,Popular Science,"Popular Science, Mathematics, Data Analysis",Non-Fiction,,,10.99,318,,0,0,1,,West,300-400,£10-£12,13
477,Piranesi,Susanna Clarke,2021,9781526622433,Bloomsbury,Bloomsbury,Paperback,Modern & Contemporary Fiction,"Modern And Contempary Fiction, Fantasy",Fiction,,,8.99,245,,1,0,1,,Clarke,200-300,£8-£10,0
478,A Curse For True Love,Stephanie Garber,2023,9781529399295,Hachette,Hodder And Stoughton,Trade Paperback,Fantasy,"Fantasy, Romance",Fiction,Once Upon A Broken Heart,3,14.99,385,,1,0,1,,Garber,300-400,£12+,7
479,Divine Rivals,Rebecca Ross,2023,9780008600662,Harper Collins,Magpie Books,Trade Paperback,Fantasy,"Fantasy, Romance, Young Adult",Fiction,Letters Of Enchantment,1,13.99,357,,1,0,1,,Ross,300-400,£12+,7
480,Daisy Haites,Jessa Hastings,2023,9781398716933,Hachette,Orion,Paperback,Romance,Romance,Fiction,Magnolia Parks,2,8.99,499,,1,0,3,,Hastings,400-500,£8-£10,3
481,Foxglove,Adalyn Grace,2023,9781399705158,Hachette,Hodder And Stoughton,Trade Paperback,Fantasy,"Fantasy, Gothic",Fiction,Belladonna,2,14.99,454,,0,0,1,,Grace,400-500,£12+,7
482,The Unmaking of June Farrow,Adrienne Young,2023,9781529433616,Hachette,Quercus,Hardback,Fantasy,Fantasy,Fiction,,,18.99,315,,0,0,1,,Young,300-400,£12+,7
483,The Alloy of Law,Brandon Sanderson,2012,9780575105836,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,4,9.99,332,,0,1,1,,Sanderson,300-400,£10-£12,7
484,Shadows of Self,Brandon Sanderson,2015,9781473208230,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,5,9.99,383,,0,1,1,,Sanderson,300-400,£10-£12,7
485,The Bands of Mourning,Brandon Sanderson,2016,9781473208278,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,6,9.99,447,,0,1,1,,Sanderson,400-500,£10-£12,7
486,The Lost Metal,Brandon Sanderson,2022,9781473215283,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,7,10.99,507,,0,1,1,,Sanderson,500-600,£10-£12,7
487,Iron Flame,Rebecca Yarros,2023,9780349437033,Hachette,"Little, Brown",Trade Paperback,Fantasy,"Fantasy, Romance",Fiction,The Empyrean,2,16.99,623,,1,0,2,,Yarros,600+,£12+,7
488,Iron Flame,Rebecca Yarros,2023,9780349437026,Hachette,"Little, Brown",Hardback,Fantasy,"Fantasy, Romance",Fiction,The Empyrean,2,22.0,623,,1,0,1,,Yarros,600+,£12+,7
489,Ugly Love,Colleen Hoover,2014,9781471136726,Simon & Schuster,Simon & Schuster,Paperback,Romance,Romance,Fiction,,,8.99,322,,0,0,1,,Hoover,300-400,£8-£10,3
490,"Really Good, Actually",Monica Heisey,2023,9780008511722,Harper Collins,4Th Estate,Hardback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,14.99,375,,0,0,1,,Heisey,300-400,£12+,0
491,Babel,R. F. Kuang,2023,9780008501853,Harper Collins,Harpervoyager,Paperback,Fantasy,"Fantasy, Dark Academia",Fiction,,,9.99,546,,1,0,1,,Kuang,500-600,£10-£12,7
492,My Dark Romeo,Parker S. Huntington And L.J. Shen,2023,9781398721999,Hachette,Orion,Paperback,Romance,Romance,Fiction,,,9.99,478,,0,0,1,,Shen,400-500,£10-£12,3
493,Stealing Home,Grace Reilly,2023,9781035412860,Hachette,Headline,Paperback,Romance,Romance,Fiction,Beyond The Play,2,9.99,431,,0,0,1,,Reilly,400-500,£10-£12,3
494,The Narrow Road Between Desires,Patrick Rothfuss,2023,9781399616218,Hachette,Orion,Hardback,Fantasy,Fantasy,Fiction,The Kingkiller Chronicle,3,18.99,226,,0,0,1,,Rothfuss,200-300,£12+,7
495,Powerless,Lauren Roberts,2023,9781398529489,Simon & Schuster,Simon & Schuster,Paperback,Fantasy,"Fantasy, Romance",Fiction,Powerless,1,9.99,502,,1,0,1,,Roberts,500-600,£10-£12,7
496,Wildfire,Hannah Grace,2023,9781398525719,Simon & Schuster,Simon & Schuster,Paperback,Romance,Romance,Fiction,,,9.99,386,,1,0,1,,Grace,300-400,£10-£12,3
497,The Fine Print,Lauren Asher,2022,9780349433448,Hachette,"Little, Brown",Paperback,Romance,Contemporary Romance,Fiction,Dreamland Billionaires,1,9.99,434,,1,0,1,,Asher,400-500,£10-£12,3
498,Final Offer,Lauren Asher,2023,9780349433479,Hachette,"Little, Brown",Paperback,Romance,Contemporary Romance,Fiction,Dreamland Billionaires,3,9.99,576,,0,0,1,,Asher,500-600,£10-£12,3
499,Breakaway,Grace Reilly,2023,9781035412846,Hachette,Headline,Paperback,Romance,Romance,Fiction,Beyond The Play,3,9.99,432,,0,0,1,,Reilly,400-500,£10-£12,3
500,Nightcrawling,Leila Mottley,2022,9781526634566,Bloomsbury,Bloomsbury Circus,Hardback,Modern & Contemporary Fiction,Modern & Contemporary Fiction,Fiction,,,16.99,269,,1,0,1,,Mottley,200-300,£12+,0
501,The Hero of Ages,Brandon Sanderson,2010,9780575089945,Hachette,Orion,Paperback,Fantasy,Fantasy,Fiction,Mistborn,3,10.99,748,,1,1,1,,Sanderson,600+,£10-£12,7
502,Aristotle and Dante Discover the Secrets of the Universe,Bejamin Alire Saenz,2021,9781398505247,Simon & Schuster,Simon & Schuster,Paperback,Young Adult,,Fiction,Aristotle And Dante,1,8.99,359,,1,0,1,,Saenz,300-400,£8-£10,9
503,Oathbringer Part Two,Brandon Sanderson,2019,9780575093379,Hachette,Gollancz,Paperback,Fantasy,,Fiction,The Stormlight Archive,6,10.99,756,,0,0,1,,Sanderson,600+,£10-£12,7
504,King of Wrath,Ana Huang,2022,9780349436326,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Kings Of Sin,1,9.99,383,,0,0,1,,Huang,300-400,£10-£12,3
505,The Book Lover's Quiz Book,Gary Wigglesworth,2020,9781472145291,Hachette,"Little, Brown",Hardback,Gifts,,Non-Fiction,,,16.99,277,,0,0,1,,Wigglesworth,200-300,£12+,20
506,Reckless,Elsie Silver,2023,9780349437729,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Chestnut Springs,4,9.99,391,,0,0,1,,Silver,300-400,£10-£12,3
507,"Love, Redesigned",Lauren Asher,2023,9780349437989,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Lakefront Billionaires,1,9.99,518,,0,0,1,,Asher,500-600,£10-£12,3
508,Butcher & Blackbird,Brynne Weaver,2023,9780349441566,Hachette,"Little, Brown",Paperback,Romance,,Fiction,Ruinous Love,1,9.99,335,,0,0,1,,Weaver,300-400,£10-£12,3
